Region,Province,Municipality,District,Barangay
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 60-A, CAAOACAN"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 58, CASILI"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 61, CATABAN"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 59-A, DIBUA SOUTH"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 33-B, LA PAZ PROPER"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 62-B, NAVOTAS SOUTH"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 57, PILA"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 7-B, NSTRA. SRA. DE NATIVIDAD ("
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 1, SAN LORENZO (POB.)"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 30-A, SUYO"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 31, TALINGAAN"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 5, SAN PEDRO (POB.)"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District II,"BGY. NO. 32-B, LA PAZ WEST"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District III,"BGY. NO. 56-A, BACSIL NORTH"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District III,"BGY. NO. 55-A, BARIT-PANDAN"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District III,"BGY. NO. 55-C, VIRA"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District III,"BGY. NO. 53, RIOENG"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District III,"BGY. NO. 23, SAN MATIAS (POB.)"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District III,"BGY. NO. 54-B, LAGUI-SAIL"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District III,"BGY. NO. 28, SAN BERNARDO (POB.)"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District III,"BGY. NO. 19, SANTA MARCELA (POB.)"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District III,"BGY. NO. 55-B, SALET-BULANGON"
Region I,ILOCOS NORTE,LAOAG CITY (Capital),Laoag City District III,"BGY. NO. 52-A, SAN MATEO"
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,TABUG
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,COLO
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,SUMADER
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,VALDEZ POB. (CAOAYAN)
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,MAGNUANG
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,MAIPALIG
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,NAGUIRANGAN
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,PIMENTEL (CUBOL)
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,PARANGOPONG
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,PAYAO
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,QUILING SUR
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,BUNGON
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,SAN MATEO
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,CAUNAYAN (POB.)
Region I,ILOCOS NORTE,CITY OF BATAC,Batac I,BIL-LOCA
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,PALONGPONG
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,BAAY
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,BALIGAT
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,BAOA WEST
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,BIL-LOCA
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,BININGAN
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,CAMANDINGAN
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,DARIWDIW
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,SUABIT (POB.)
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,NAGBACALAN
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,RAYURAY
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,SAN PEDRO
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,BAOA EAST
Region I,ILOCOS NORTE,CITY OF BATAC,Batac II,QUILING SUR
Region I,ILOCOS SUR,ALILEM,Alilem-Sugpon,KIAT
Region I,ILOCOS SUR,ALILEM,Alilem-Sugpon,ALILEM DAYA (POB.)
Region I,ILOCOS SUR,ALILEM,Alilem-Sugpon,AMILONGAN
Region I,ILOCOS SUR,ALILEM,Alilem-Sugpon,APAYA
Region I,ILOCOS SUR,ALILEM,Alilem-Sugpon,BATBATO
Region I,ILOCOS SUR,ALILEM,Alilem-Sugpon,DALAWA
Region I,ILOCOS SUR,ALILEM,Alilem-Sugpon,DADDAAY
Region I,ILOCOS SUR,SUGPON,Alilem-Sugpon,LICUNGAN (CULLANG)
Region I,ILOCOS SUR,SUGPON,Alilem-Sugpon,BALBALAYANG (POB.)
Region I,ILOCOS SUR,SANTA,Alilem-Sugpon,QUIRINO (POB.)
Region I,ILOCOS SUR,SANTA,Santa,BASUG
Region I,ILOCOS SUR,SANTA,Santa,TABUCOLAN
Region I,ILOCOS SUR,SANTA,Santa,CALUNGBOYAN
Region I,ILOCOS SUR,SANTA,Santa,DAMMAY
Region I,ILOCOS SUR,SANTA,Santa,NAGPANAOAN
Region I,ILOCOS SUR,SANTA,Santa,RANCHO
Region I,ILOCOS SUR,SANTA,Santa,SACUYYA NORTE
Region I,ILOCOS SUR,SANTA,Santa,MARCOS (POB.)
Region I,ILOCOS SUR,SANTA,Santa,MABILBILA NORTE
Region I,ILOCOS SUR,SANTIAGO,Alilem-Sugpon,POBLACION NORTE
Region I,ILOCOS SUR,SANTIAGO,Santiago,AMBUCAO
Region I,ILOCOS SUR,SANTIAGO,Santiago,BUTOL
Region I,ILOCOS SUR,SANTIAGO,Santiago,CABURAO
Region I,ILOCOS SUR,SANTIAGO,Santiago,OLO-OLO SUR
Region I,ILOCOS SUR,SANTIAGO,Santiago,SALINCUB
Region I,ILOCOS SUR,SANTIAGO,Santiago,SAN ROQUE
Region I,ILOCOS SUR,SANTIAGO,Santiago,POBLACION NORTE
Region I,ILOCOS SUR,SANTIAGO,Santiago,DAN-AR
Region I,ILOCOS SUR,BANAYOYO,Banayoyo-Lidlidda-San Emilio,BANBANAAL
Region I,ILOCOS SUR,BANAYOYO,Banayoyo-Lidlidda-San Emilio,CASILAGAN SUR
Region I,ILOCOS SUR,BANAYOYO,Banayoyo-Lidlidda-San Emilio,MONTERO
Region I,ILOCOS SUR,BANAYOYO,Banayoyo-Lidlidda-San Emilio,POBLACION
Region I,ILOCOS SUR,LIDLIDDA,Banayoyo-Lidlidda-San Emilio,BANUCAL
Region I,ILOCOS SUR,LIDLIDDA,Banayoyo-Lidlidda-San Emilio,BEQUI-WALIN
Region I,ILOCOS SUR,LIDLIDDA,Banayoyo-Lidlidda-San Emilio,POBLACION SUR
Region I,ILOCOS SUR,LIDLIDDA,Banayoyo-Lidlidda-San Emilio,TAY-AC
Region I,ILOCOS SUR,SAN EMILIO,Banayoyo-Lidlidda-San Emilio,TIAGAN
Region I,ILOCOS SUR,SAN EMILIO,Banayoyo-Lidlidda-San Emilio,LANCUAS
Region I,ILOCOS SUR,SAN EMILIO,Banayoyo-Lidlidda-San Emilio,MATIBUEY
Region I,ILOCOS SUR,SAN EMILIO,Banayoyo-Lidlidda-San Emilio,PALTOC
Region I,ILOCOS SUR,SAN EMILIO,Banayoyo-Lidlidda-San Emilio,SAN MILIANO
Region I,ILOCOS SUR,SAN EMILIO,Banayoyo-Lidlidda-San Emilio,CABAROAN (POB.)
Region I,ILOCOS SUR,SAN EMILIO,Banayoyo-Lidlidda-San Emilio,KALUMSING
Region I,ILOCOS SUR,BANTAY,Bantay,BALALENG
Region I,ILOCOS SUR,BANTAY,Bantay,BANAOANG
Region I,ILOCOS SUR,BANTAY,Bantay,BARANGAY 5 (POB.)
Region I,ILOCOS SUR,BANTAY,Bantay,BULAG
Region I,ILOCOS SUR,BANTAY,Bantay,GUIMOD
Region I,ILOCOS SUR,BANTAY,Bantay,MALINGEB
Region I,ILOCOS SUR,BANTAY,Bantay,ORA
Region I,ILOCOS SUR,BANTAY,Bantay,TALEB
Region I,ILOCOS SUR,BANTAY,Bantay,SAN MARIANO (SALLACONG)
Region I,ILOCOS SUR,BANTAY,Bantay,AGGAY
Region I,ILOCOS SUR,BANTAY,Bantay,TAGUIPORO
Region I,ILOCOS SUR,BANTAY,Bantay,TAY-AC
Region I,ILOCOS SUR,BANTAY,Bantay,BARANGAY 4 (POB.)
Region I,ILOCOS SUR,SAN ESTEBAN,Burgos-San Esteban,ANSAD
Region I,ILOCOS SUR,SAN ESTEBAN,Burgos-San Esteban,VILLA QUIRINO
Region I,ILOCOS SUR,SAN ESTEBAN,Burgos-San Esteban,POBLACION
Region I,ILOCOS SUR,BURGOS,Burgos-San Esteban,BESSANG
Region I,ILOCOS SUR,BURGOS,Burgos-San Esteban,POBLACION NORTE (BATO)
Region I,ILOCOS SUR,BURGOS,Burgos-San Esteban,CABCABURAO
Region I,ILOCOS SUR,BURGOS,Burgos-San Esteban,LUNA
Region I,ILOCOS SUR,BURGOS,Burgos-San Esteban,DIRDIRIG (DIRDIRIG-PADAY)
Region I,ILOCOS SUR,BURGOS,Burgos-San Esteban,PATAC
Region I,ILOCOS SUR,CABUGAO,Cabugao,BUNGRO
Region I,ILOCOS SUR,CABUGAO,Cabugao,RIZAL (POB.)
Region I,ILOCOS SUR,CABUGAO,Cabugao,CARUSIPAN
Region I,ILOCOS SUR,CABUGAO,Cabugao,MARADODON
Region I,ILOCOS SUR,CABUGAO,Cabugao,CATUCDAAN
Region I,ILOCOS SUR,CABUGAO,Cabugao,CUANTACLA
Region I,ILOCOS SUR,CABUGAO,Cabugao,DACLAPAN
Region I,ILOCOS SUR,CABUGAO,Cabugao,DARDARAT
Region I,ILOCOS SUR,CABUGAO,Cabugao,LIPIT
Region I,ILOCOS SUR,CABUGAO,Cabugao,NAGSANTAAN
Region I,ILOCOS SUR,CABUGAO,Cabugao,NAMRUANGAN
Region I,ILOCOS SUR,CABUGAO,Cabugao,PILA
Region I,ILOCOS SUR,CABUGAO,Cabugao,PUG-OS
Region I,ILOCOS SUR,CABUGAO,Cabugao,REPPAAC
Region I,ILOCOS SUR,CABUGAO,Cabugao,SABANG
Region I,ILOCOS SUR,CABUGAO,Cabugao,SALAPASAP
Region I,ILOCOS SUR,CABUGAO,Cabugao,SALOMAGUE
Region I,ILOCOS SUR,CABUGAO,Cabugao,ALINAAY
Region I,ILOCOS SUR,CABUGAO,Cabugao,TUROD
Region I,ILOCOS SUR,CABUGAO,Cabugao,SISIM
Region I,ILOCOS SUR,CABUGAO,Cabugao,BONIFACIO (POB.)
Region I,ILOCOS SUR,CABUGAO,Cabugao,QUEZON (POB.)
Region I,ILOCOS SUR,CAOAYAN,Caoayan,DON LORENZO QUERUBIN (POB.)
Region I,ILOCOS SUR,CAOAYAN,Caoayan,PANTAY TAMURONG
Region I,ILOCOS SUR,CAOAYAN,Caoayan,PANDAN
Region I,ILOCOS SUR,CAOAYAN,Caoayan,NANSUAGAO
Region I,ILOCOS SUR,CAOAYAN,Caoayan,PANTAY-QUITIQUIT
Region I,ILOCOS SUR,CAOAYAN,Caoayan,PURO
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,ALULING
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,COMILLAS NORTH
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,COMILLAS SOUTH
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,DINWEDE WEST
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,SAN LUIS
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,LIBANG
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,MALAYA
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,DINWEDE EAST
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,PILIPIL
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,SAN JUAN
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,ROSARIO (POB.)
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,CONCEPCION (POB.)
Region I,ILOCOS SUR,CERVANTES,Cervantes-Quirino,REMEDIOS
Region I,ILOCOS SUR,QUIRINO (ANGKAKI),Cervantes-Quirino,PATIACAN
Region I,ILOCOS SUR,QUIRINO (ANGKAKI),Cervantes-Quirino,SUAGAYAN
Region I,ILOCOS SUR,QUIRINO (ANGKAKI),Cervantes-Quirino,NAMITPIT
Region I,ILOCOS SUR,QUIRINO (ANGKAKI),Cervantes-Quirino,CAYUS
Region I,ILOCOS SUR,QUIRINO (ANGKAKI),Cervantes-Quirino,LEGLEG (POB.)
Region I,ILOCOS SUR,QUIRINO (ANGKAKI),Cervantes-Quirino,MALIDEG
Region I,ILOCOS SUR,QUIRINO (ANGKAKI),Cervantes-Quirino,PATUNGCALEO (LAMAG)
Region I,ILOCOS SUR,QUIRINO (ANGKAKI),Cervantes-Quirino,BANOEN
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,ALANGAN
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,DACUTAN
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,MAAS-ASIN
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,MACATCATUD
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,SAN JULIAN (POB.)
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,MANZANTE
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,MARATUDO
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,MIRAMAR
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,NAMALPALAN
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,NAPO
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,PAGSANAAN NORTE
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,PANAY SUR
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,PURO
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,SARSARACAT
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,SAN CLEMENTE (POB.)
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,SAN LUCAS (POB.)
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,SAN RAMON (POB.)
Region I,ILOCOS SUR,MAGSINGAL,Magsingal,PATONG
Region I,ILOCOS SUR,NARVACAN,Narvacan North,AMBULOGAN
Region I,ILOCOS SUR,NARVACAN,Narvacan North,BULANOS
Region I,ILOCOS SUR,NARVACAN,Narvacan North,CAMARAO
Region I,ILOCOS SUR,NARVACAN,Narvacan North,CASILAGAN
Region I,ILOCOS SUR,NARVACAN,Narvacan North,DINALAOAN
Region I,ILOCOS SUR,NARVACAN,Narvacan North,LUNGOG
Region I,ILOCOS SUR,NARVACAN,Narvacan North,MAROZO
Region I,ILOCOS SUR,NARVACAN,Narvacan North,MARGAAY
Region I,ILOCOS SUR,NARVACAN,Narvacan North,ORENCE
Region I,ILOCOS SUR,NARVACAN,Narvacan North,PARPARIA
Region I,ILOCOS SUR,NARVACAN,Narvacan North,SARMINGAN
Region I,ILOCOS SUR,NARVACAN,Narvacan North,BANTAY ABOT
Region I,ILOCOS SUR,NARVACAN,Narvacan North,CADACAD
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,CAGAYUNGAN
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,CODOOG
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,DASAY
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,NAGUNEG
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,SAN JOSE (POB.)
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,PANTOC
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,PARATONG
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,RIVADAVIA
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,SAN ANTONIO
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,SAN PABLO
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,SUCOC
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,SAN PEDRO
Region I,ILOCOS SUR,NARVACAN,Narvacan South-Nagbukel,SANTA LUCIA (POB.)
Region I,ILOCOS SUR,NAGBUKEL,Narvacan South-Nagbukel,BANDRIL
Region I,ILOCOS SUR,NAGBUKEL,Narvacan South-Nagbukel,CADACAD
Region I,ILOCOS SUR,NAGBUKEL,Narvacan South-Nagbukel,LAPTING
Region I,ILOCOS SUR,NAGBUKEL,Narvacan South-Nagbukel,MAPISI
Region I,ILOCOS SUR,NAGBUKEL,Narvacan South-Nagbukel,POBLACION WEST
Region I,ILOCOS SUR,NAGBUKEL,Narvacan South-Nagbukel,CASILAGAN
Region I,ILOCOS SUR,NAGBUKEL,Narvacan South-Nagbukel,TALEB
Region I,ILOCOS SUR,NAGBUKEL,Narvacan South-Nagbukel,POBLACION EAST
Region I,ILOCOS SUR,NAGBUKEL,Narvacan South-Nagbukel,BANTUGO
Region I,ILOCOS SUR,SIGAY,Salcedo-Galimuyod-Sigay-Del Pilar,ABACCAN
Region I,ILOCOS SUR,SIGAY,Salcedo-Galimuyod-Sigay-Del Pilar,MABILEG
Region I,ILOCOS SUR,SIGAY,Salcedo-Galimuyod-Sigay-Del Pilar,SAN ELIAS
Region I,ILOCOS SUR,SIGAY,Salcedo-Galimuyod-Sigay-Del Pilar,SAN RAMON
Region I,ILOCOS SUR,SIGAY,Salcedo-Galimuyod-Sigay-Del Pilar,SANTO ROSARIO
Region I,ILOCOS SUR,SIGAY,Salcedo-Galimuyod-Sigay-Del Pilar,POBLACION (MADAYAW)
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,BALUARTE
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,BULALA-LEGUEY
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,CULIONG
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,LUCBUBAN
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,MADARANG
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,POBLACION SUR
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,SAN GASPAR
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,SORIOAN
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,UBBOG
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,CALANGCUASAN
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,KINMARIN
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,DINARATAN
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,BOGUIBOG
Region I,ILOCOS SUR,SALCEDO (BAUGEN),Salcedo-Galimuyod-Sigay-Del Pilar,PIAS
Region I,ILOCOS SUR,GALIMUYOD,Salcedo-Galimuyod-Sigay-Del Pilar,BARACBAC
Region I,ILOCOS SUR,GALIMUYOD,Salcedo-Galimuyod-Sigay-Del Pilar,BIDBIDAY
Region I,ILOCOS SUR,GALIMUYOD,Salcedo-Galimuyod-Sigay-Del Pilar,BITONG
Region I,ILOCOS SUR,GALIMUYOD,Salcedo-Galimuyod-Sigay-Del Pilar,PAGANGPANG
Region I,ILOCOS SUR,GALIMUYOD,Salcedo-Galimuyod-Sigay-Del Pilar,CALONGBUYAN
Region I,ILOCOS SUR,GREGORIO DEL PILAR (CONCEPCION),Salcedo-Galimuyod-Sigay-Del Pilar,MATUE-BUTARAG
Region I,ILOCOS SUR,GREGORIO DEL PILAR (CONCEPCION),Salcedo-Galimuyod-Sigay-Del Pilar,CONCEPCION
Region I,ILOCOS SUR,GREGORIO DEL PILAR (CONCEPCION),Salcedo-Galimuyod-Sigay-Del Pilar,ALFONSO (TANGAOAN)
Region I,ILOCOS SUR,GREGORIO DEL PILAR (CONCEPCION),Salcedo-Galimuyod-Sigay-Del Pilar,POBLACION NORTE
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,ASILANG
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,BACSIL
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,BARBAR
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,CAMANGGAAN
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,CAMINDOROAN
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,DARDARAT
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,BALIW
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,NAGSUPOTAN
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,REFARO
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,SABANGAN
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,SAN ISIDRO
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,PANDAYAN (POB.)
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,LIRA (POB.)
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,SOLOTSOLOT
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,SUNGGIAM
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,MURAYA
Region I,ILOCOS SUR,SAN JUAN (LAPOG),San Juan,IMMAYOS SUR
Region I,ILOCOS SUR,SAN VICENTE,San Vicente,BAYUBAY SUR
Region I,ILOCOS SUR,SAN VICENTE,San Vicente,PUDOC
Region I,ILOCOS SUR,SAN VICENTE,San Vicente,SAN SEBASTIAN
Region I,ILOCOS SUR,SAN VICENTE,San Vicente,BAYUBAY NORTE
Region I,ILOCOS SUR,SAN VICENTE,San Vicente,POBLACION
Region I,ILOCOS SUR,SINAIT,Sinait,NAGONGBURAN
Region I,ILOCOS SUR,SINAIT,Sinait,BARIKIR
Region I,ILOCOS SUR,SINAIT,Sinait,CABARAMBANAN
Region I,ILOCOS SUR,SINAIT,Sinait,QUIBIT-QUIBIT
Region I,ILOCOS SUR,SINAIT,Sinait,CURTIN
Region I,ILOCOS SUR,SINAIT,Sinait,QUIMMALLOGONG
Region I,ILOCOS SUR,SINAIT,Sinait,KATIPUNAN
Region I,ILOCOS SUR,SINAIT,Sinait,MARNAY
Region I,ILOCOS SUR,SINAIT,Sinait,MASADAG
Region I,ILOCOS SUR,SINAIT,Sinait,RANG-AY (POB.)
Region I,ILOCOS SUR,SINAIT,Sinait,MACABIAG (POB.)
Region I,ILOCOS SUR,SINAIT,Sinait,SANTA CRUZ
Region I,ILOCOS SUR,SINAIT,Sinait,TEPPENG
Region I,ILOCOS SUR,SINAIT,Sinait,TUBIGAY
Region I,ILOCOS SUR,SINAIT,Sinait,RICUDO
Region I,ILOCOS SUR,SINAIT,Sinait,BALLAIGUI (POB.)
Region I,ILOCOS SUR,SINAIT,Sinait,BINACUD
Region I,ILOCOS SUR,SINAIT,Sinait,DADALAQUITEN SUR
Region I,ILOCOS SUR,SANTA CATALINA,Sta. Catalina,TAMORONG
Region I,ILOCOS SUR,SANTA CATALINA,Sta. Catalina,CABITTAOGAN
Region I,ILOCOS SUR,SANTA CATALINA,Sta. Catalina,CABULOAN
Region I,ILOCOS SUR,SANTA CATALINA,Sta. Catalina,PARATONG
Region I,ILOCOS SUR,SANTA CATALINA,Sta. Catalina,POBLACION
Region I,ILOCOS SUR,SANTA CATALINA,Sta. Catalina,PANGADA
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,BABAYOAN
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,BACSAYAN
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,BAYUGAO OESTE
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,BESALAN
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,CALAOAAN
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,CAPARIAAN
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,LANTAG
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,PIDPID
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,NAGTENGNGA
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,PADAOIL
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,PATTIQUI
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,PILAR
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,QUINSORIANO
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,SAGAT
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,SAN JOSE
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,SIDAOEN
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,VILLA HERMOSA
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,BANAY
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,DALIGAN
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,AMARAO
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,DILI
Region I,ILOCOS SUR,SANTA CRUZ,Sta. Cruz,POBLACION SUR
Region I,ILOCOS SUR,SANTA LUCIA,Sta. Lucia,BAO-AS
Region I,ILOCOS SUR,SANTA LUCIA,Sta. Lucia,BULICLIC
Region I,ILOCOS SUR,SANTA LUCIA,Sta. Lucia,CABARITAN
Region I,ILOCOS SUR,SANTA LUCIA,Sta. Lucia,CONCONIG EAST
Region I,ILOCOS SUR,SANTA LUCIA,Sta. Lucia,ALINCAOEG
Region I,ILOCOS SUR,SANTA LUCIA,Sta. Lucia,LUBA
Region I,ILOCOS SUR,SANTA LUCIA,Sta. Lucia,PALALI SUR
Region I,ILOCOS SUR,SANTA LUCIA,Sta. Lucia,RONDA
Region I,ILOCOS SUR,SANTA LUCIA,Sta. Lucia,SABUANAN
Region I,ILOCOS SUR,SANTA LUCIA,Sta. Lucia,BARANGOBONG (POB.)
Region I,ILOCOS SUR,SANTA LUCIA,Sta. Lucia,BURGOS (POB.)
