Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,G7 Male,G8 Male,G9 Male,G10 Male,G7 Female,G8 Female,G9 Female,G10 Female,JHS NG Male,JHS NG Female,Total Non-Graded Enrollment,Total Male Enrollment,Total Female Enrollment,Total Enrollment
Region III,Pampanga,Candaba East,306289,Gulap High School,"Gulap, Candaba, Pampanga",PAMPANGA,CANDABA,4th District,GULAP,Public,DepED Managed,School with no Annexes,Purely JHS,28,0,0,0,16,0,0,0,0,0,0,28,16,44
Region III,Pampanga,Candaba East,306952,Lanang High School,"purok 2, Lanang",PAMPANGA,CANDABA,4th District,LANANG,Public,DepED Managed,School with no Annexes,Purely JHS,35,49,54,51,36,41,39,57,0,0,0,189,173,362
Region III,Pampanga,Candaba West,306932,Paralaya HS,-Gomez St.,PAMPANGA,CANDABA,4th District,PARALAYA (POB.),Public,DepED Managed,School with no Annexes,Purely JHS,84,124,116,115,74,100,108,101,0,0,0,439,383,822
Region III,Pampanga,Floridablanca East,306290,Valdez High School,"Valdez, Floridablanca, Pampanga",PAMPANGA,FLORIDABLANCA,2nd District,VALDEZ,Public,DepED Managed,School with no Annexes,Purely JHS,32,30,18,15,29,26,10,22,0,0,0,95,87,182
Region III,Pampanga,Floridablanca West,305365,Pasay City North HS,Nayong Bautista Basa Air Base,PAMPANGA,FLORIDABLANCA,2nd District,BASA AIR BASE,Public,DepED Managed,School with no Annexes,Purely JHS,37,32,24,24,33,29,18,22,0,0,0,117,102,219
Region III,Pampanga,Guagua East,419604,Montessori School of Guagua,83 Bancal,PAMPANGA,GUAGUA,2nd District,BANCAL,Private,Non-Sectarian ,Mother school,Purely JHS,5,5,7,7,0,6,6,6,0,0,0,24,18,42
Region III,Pampanga,Lubao East,306904,Wenceslao Village HS,Wenceslao Village,PAMPANGA,LUBAO,2nd District,SAN ROQUE DAU,Public,DepED Managed,School with no Annexes,Purely JHS,36,34,32,25,26,24,20,26,0,0,0,127,96,223
Region III,Pampanga,Lubao West,300527,PRADO SIONGCO HIGH SCHOOL,"Prado Siongco, Lubao, Pampanga",PAMPANGA,LUBAO,2nd District,PRADO SIONGCO,Public,DepED Managed,School with no Annexes,Purely JHS,39,55,46,42,33,44,44,45,0,0,0,182,166,348
Region III,Pampanga,Lubao West,306905,Sta. Teresa II Integ. School,Purok 1,PAMPANGA,LUBAO,2nd District,SANTA TERESA 2ND,Public,DepED Managed,School with no Annexes,Purely JHS,18,27,18,24,17,15,25,26,0,0,0,87,83,170
Region III,Pampanga,Lubao West,306947,Bancal Pugad IS,Purok Kanluran,PAMPANGA,LUBAO,2nd District,BANCAL PUGAD,Public,DepED Managed,School with no Annexes,Purely JHS,17,9,13,11,12,10,9,9,0,0,0,50,40,90
Region III,Pampanga,Lubao West,306949,San Jose Gumi IS,"San Jose Gumi, Lubao, Pampanga",PAMPANGA,LUBAO,2nd District,SAN JOSE GUMI,Public,DepED Managed,Mother school,Purely JHS,14,15,19,6,15,19,15,18,0,0,0,54,67,121
Region III,Pampanga,Magalang North,300942,Tinajero National High School - Main,"San Fernando Avenue Madapdap Resettlement, Dapdap Mabalacat City Pampanga",PAMPANGA,MAGALANG,1st District,SANTA LUCIA,Public,DepED Managed,School with no Annexes,Purely JHS,44,43,70,49,48,45,66,59,0,0,0,206,218,424
Region III,Pampanga,Magalang North,306212,Carmelo F. Lazatin National High School,"Brgy. Escaler, Magalang, Pampanga",PAMPANGA,MAGALANG,1st District,ESCALER,Public,DepED Managed,School with no Annexes,Purely JHS,27,27,25,27,22,21,18,26,0,0,0,106,87,193
Region III,Pampanga,Minalin,306291,Perdrita National High School,"Sta. Rita Minalin, Pamanga",PAMPANGA,MINALIN,4th District,SANTA RITA,Public,DepED Managed,School with no Annexes,Purely JHS,22,0,0,0,12,0,0,0,0,0,0,22,12,34
Region III,Pampanga,Minalin,306946,Anita G. Flores National High School,Sangalang St.,PAMPANGA,MINALIN,4th District,SAN ISIDRO,Public,DepED Managed,School with no Annexes,Purely JHS,48,45,39,31,17,36,25,34,0,0,0,163,112,275
Region III,Pampanga,Sasmuan,401206,Santa Lucia Academy,Purok Dakila,PAMPANGA,SASMUAN (SEXMOAN),2nd District,SANTA LUCIA (POB.),Private,Non-Sectarian ,School with no Annexes,Purely JHS,14,14,8,14,7,7,6,6,0,0,0,50,26,76
Region III,Pampanga,Sta. Ana,306078,Sta. Ana Central High School,"Sta. Lucia, Sta. Ana, Pampanga",PAMPANGA,SANTA ANA,3rd District,SANTA LUCIA,Public,DepED Managed,School with no Annexes,Purely JHS,90,61,0,0,91,67,0,0,0,0,0,151,158,309
Region III,Pampanga,Magalang South,306950,Rodolfo V. Feliciano Memorial High School,San Pedro II,PAMPANGA,MAGALANG,1st District,SAN PEDRO II,Public,DepED Managed,School with no Annexes,Purely JHS,147,157,168,168,147,131,148,165,0,0,0,640,591,1231
Region III,Tarlac,Bamban,305958,Mainang High School,"Sitio Mainang, San Nicolas, Bamban, Tarlac",TARLAC,BAMBAN,3rd District,SAN NICOLAS (POB.),Public,DepED Managed,School with no Annexes,Purely JHS,21,19,18,17,9,24,10,11,0,0,0,75,54,129
Region III,Tarlac,Camiling West,306089,Camiling Science High School,"Poblacion I, Camiling, Tarlac",TARLAC,CAMILING,3rd District,POBLACION A,Public,DepED Managed,School with no Annexes,Purely JHS,15,15,0,0,20,20,0,0,0,0,0,30,40,70
Region III,Tarlac,Capas West,305918,National Academy of Sports,"New Clark city Sports Complex, Capas, Tarlac",TARLAC,CAPAS,3rd District,CRISTO REY,Public,DepED Managed,School with no Annexes,Purely JHS,18,23,42,0,12,28,36,0,0,0,0,83,76,159
Region III,Tarlac,Concepcion East,306081,Magao High School,"Brgy Magao, Concepcion, Tarlac",TARLAC,CONCEPCION,3rd District,MAGAO,Public,DepED Managed,School with no Annexes,Purely JHS,50,79,82,0,48,56,69,0,0,0,0,211,173,384
Region III,Tarlac,San Clemente,401255,San Clemente High School,"Poblacion Norte, San Clemente",TARLAC,SAN CLEMENTE,1st District,POBLACION NORTE,Private,Non-Sectarian ,School with no Annexes,Purely JHS,8,13,12,5,10,11,11,7,0,0,0,38,39,77
Region III,Tarlac,Sta. Ignacia,305973,Santa Ignacia National High School,"San Francisco, Santa Ignacia, Tarlac",TARLAC,SANTA IGNACIA,1st District,SAN FRANCISCO,Public,DepED Managed,School with no Annexes,Purely JHS,45,39,58,0,49,37,44,0,0,0,0,142,130,272
Region III,Zambales,Botolan North,410332,"LYCEUM OF WESTERN LUZON-ZAMBALES, INC.","Batonlapoc, Botolan, Zambales",ZAMBALES,BOTOLAN,2nd District,BATONLAPOC,Private,Non-Sectarian ,School with no Annexes,Purely JHS,1,2,0,3,0,1,2,1,0,0,0,6,4,10
Region III,Zambales,Castillejos,301016,Castillejos Resettlement High School,"Purok 1, Resettlement Area",ZAMBALES,CASTILLEJOS,1st District,BALAYBAY,Public,DepED Managed,School with no Annexes,Purely JHS,36,57,31,45,32,32,28,39,0,0,0,169,131,300
Region III,Zambales,Castillejos,401275,"Precious Heritage School of Zambales, Inc.",Magsaysay,ZAMBALES,CASTILLEJOS,1st District,MAGSAYSAY,Private,Non-Sectarian ,School with no Annexes,Purely JHS,5,5,2,1,6,1,3,6,0,0,0,13,16,29
Region III,Zambales,San Antonio,401281,Luzon Technical Institute,"#7 National Highway, Luna, San Antonio",ZAMBALES,SAN ANTONIO,2nd District,LUNA (POB.),Private,Non-Sectarian ,School with no Annexes,Purely JHS,21,21,14,26,18,17,32,21,0,0,0,82,88,170
Region III,Zambales,San Felipe,307121,Don Getulio F. Arindaeng High School,"Flores, Faranal, San Felipe",ZAMBALES,SAN FELIPE,2nd District,FARAÃ‘AL (POB.),Public,DepED Managed,School with no Annexes,Purely JHS,28,30,27,35,25,25,42,23,0,0,0,120,115,235
Region III,Zambales,San Marcelino,600137,Ramon Magsaysay Technological University-San Marcelino,-,ZAMBALES,SAN MARCELINO,1st District,NAGBUNGA,SUCsLUCs,SUC Managed,School with no Annexes,Purely JHS,20,18,10,11,15,21,21,9,0,0,0,59,66,125
Region III,Zambales,Sta. Cruz North,307115,San Fernando High School,Purok 3,ZAMBALES,SANTA CRUZ,2nd District,SAN FERNANDO,Public,DepED Managed,School with no Annexes,Purely JHS,22,18,29,28,17,22,28,19,0,0,0,97,86,183
Region III,Zambales,Subic,307110,Batiawan Integrated School Annex,"Mapasig-pasig, Batiawan, Subic",ZAMBALES,SUBIC,1st District,BATIAWAN,Public,DepED Managed,Annex or Extension school(s),Purely JHS,5,10,4,7,6,9,5,8,0,0,0,26,28,54
Region III,Zambales,Subic,307111,Josephine F. Khonghun Special Education Center,"Wawandue, Subic",ZAMBALES,SUBIC,1st District,WAWANDUE (POB.),Public,DepED Managed,School with no Annexes,Purely JHS,21,21,15,24,28,34,30,35,0,0,0,81,127,208
Region III,Zambales,Subic,307125,Subic NHS Annex V-Ilwas HS,National Highway Ilwas,ZAMBALES,SUBIC,1st District,ILWAS (POB.),Public,DepED Managed,Annex or Extension school(s),Purely JHS,142,180,128,148,113,142,119,143,0,0,0,598,517,1115
Region III,Zambales,Subic,307126,Subic NHS Annex VI-Aningway-Sacatihan HS,"Aningway Sacatihan, Subic",ZAMBALES,SUBIC,1st District,ANINGWAY SACATIHAN,Public,DepED Managed,Annex or Extension school(s),Purely JHS,11,4,7,8,9,5,8,14,0,0,0,30,36,66
Region III,Angeles City,North District,305554,DR. CLEMENTE N. DAYRIT SR. MEMORIAL HIGH SCHOOL,"Lourdes Sur East, Angeles City",PAMPANGA,ANGELES CITY,1st District,LOURDES NORTH WEST,Public,DepED Managed,School with no Annexes,Purely JHS,223,210,221,232,152,196,176,263,0,0,0,886,787,1673
Region III,Angeles City,North District,307203,Claro M. Recto ICT High School,"Dona Aurora St., Claro M. Recto, Angeles City",PAMPANGA,ANGELES CITY,1st District,CLARO M. RECTO,Public,DepED Managed,School with no Annexes,Purely JHS,183,172,185,140,193,227,225,175,0,0,0,680,820,1500
Region III,Olongapo City,Olongapo City District I,301050,Barretto National HIgh School,"Rizal Ext., Bo. Barretto",ZAMBALES,OLONGAPO CITY,1st District,BARRETO,Public,DepED Managed,School with no Annexes,Purely JHS,140,148,135,159,135,133,105,155,0,0,0,582,528,1110
Region III,Olongapo City,Olongapo City District I,301053,Gordon Heights NHS,"Keith St. Gordon Heights, Olongapo City",ZAMBALES,OLONGAPO CITY,1st District,GORDON HEIGHTS,Public,DepED Managed,School with no Annexes,Purely JHS,331,384,291,391,268,334,302,330,0,0,0,1397,1234,2631
Region III,Olongapo City,Olongapo City District I,401366,Aura De Laurentus Business HS,"2, 15th St.,",ZAMBALES,OLONGAPO CITY,1st District,EAST TAPINAC,Private,Non-Sectarian ,School with no Annexes,Purely JHS,8,15,14,10,5,10,11,9,0,0,0,47,35,82
Region III,City of San Jose Del Monte,San Jose Del Monte East,305991,San Isidro National High School,"Brgy San Isidro, City of San Jose del Monte",BULACAN,CITY OF SAN JOSE DEL MONTE,Lone District,SAN ISIDRO,Public,DepED Managed,School with no Annexes,Purely JHS,50,53,47,42,37,48,49,39,0,0,0,192,173,365
Region III,City of San Jose Del Monte,San Jose Del Monte West,307501,Muzon High School,Sarmiento Homes,BULACAN,CITY OF SAN JOSE DEL MONTE,Lone District,MUZON,Public,DepED Managed,School with no Annexes,Purely JHS,381,369,401,450,268,310,372,410,3,1,4,1604,1361,2965
Region III,City of San Jose Del Monte,San Jose Del Monte West,307513,San Jose Del Monte Heights High School,San Jose del Monte Heights,BULACAN,CITY OF SAN JOSE DEL MONTE,Lone District,MUZON,Public,DepED Managed,School with no Annexes,Purely JHS,189,235,259,247,183,207,235,252,0,0,0,930,877,1807
Region III,City of San Jose Del Monte,San Jose Del Monte West,307514,San Manuel National High School,"Lauan St., Ph.6, Pleasant hills",BULACAN,CITY OF SAN JOSE DEL MONTE,Lone District,SAN MANUEL,Public,DepED Managed,School with no Annexes,Purely JHS,100,109,115,105,108,80,109,85,0,0,0,429,382,811
Region III,Tarlac City,Tarlac Central District,489529,"UCCP Tarlac Christian Academy, Inc.","Block 4, Lot 33,",TARLAC,CITY OF TARLAC (Capital),2nd District,SAPANG TAGALOG,Private,Non-Sectarian ,School with no Annexes,Purely JHS,1,2,3,2,6,3,1,3,0,0,0,8,13,21
Region III,Tarlac City,Tarlac South District B,321405,Central Azucarera de Tarlac NHS Annex,"1st Street Brgy. Balete, Tarlac City",TARLAC,CITY OF TARLAC (Capital),2nd District,BALETE,Public,DepED Managed,Annex or Extension school(s),Purely JHS,46,41,35,34,21,40,42,32,0,0,0,156,135,291
Region III,Science City of Muñoz,Munoz,600059,University Science High School - Central Luzon State University,CENTRAL LUZON STATE UNIVERSITY,NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,2nd District,BANTUG,SUCsLUCs,SUC Managed,School with no Annexes,Purely JHS,28,19,34,29,42,42,41,37,0,0,0,110,162,272
Region III,Balanga City,Balanga City West,300702,Bataan National High School,Roman Superhighway,BATAAN,CITY OF BALANGA (Capital),2nd District,BAGONG SILANG,Public,DepED Managed,Mother school,Purely JHS,404,539,621,711,440,587,699,748,2,1,3,2277,2475,4752
Region III,Malolos City,North District,323602,Malolos City High School - Santisima Trinidad,Santisima Trinidad,BULACAN,CITY OF MALOLOS  (Capital),1st District,SANTISIMA TRINIDAD,Public,DepED Managed,School with no Annexes,Purely JHS,104,158,111,98,80,144,140,108,0,0,0,471,472,943
Region III,Malolos City,North District,323603,Malolos City High School - Bungahan,Davao St.,BULACAN,CITY OF MALOLOS  (Capital),1st District,BUNGAHAN,Public,DepED Managed,School with no Annexes,Purely JHS,79,67,90,97,51,68,78,68,0,0,0,333,265,598
Region III,Malolos City,North District,323604,Cong. Teodulo Natividad High School,Northville 8,BULACAN,CITY OF MALOLOS  (Capital),1st District,BANGKAL,Public,DepED Managed,School with no Annexes,Purely JHS,104,97,125,135,112,99,105,119,0,0,0,461,435,896
Region III,Malolos City,North District,400775,Immaculate Conception School for Boys,POBLACION,BULACAN,CITY OF MALOLOS  (Capital),1st District,SAN VICENTE (POB.),Private,Sectarian ,School with no Annexes,Purely JHS,49,75,64,72,0,0,0,0,0,0,0,260,0,260
Region III,Malolos City,South District,323607,City of Malolos High School - Canalate,Canalate,BULACAN,CITY OF MALOLOS  (Capital),1st District,CANALATE,Public,DepED Managed,School with no Annexes,Purely JHS,25,32,39,32,18,29,23,33,0,0,0,128,103,231
Region III,Meycauayan City,Meycauayan East,327001,Caingin National High School,"Tabon St., Caingin, Meycauayan City, Bulacan",BULACAN,CITY OF MEYCAUAYAN,4th District,CAINGIN,Public,DepED Managed,School with no Annexes,Purely JHS,92,95,115,94,77,70,93,92,0,0,0,396,332,728
Region III,Mabalacat City,Mabalacat North,306916,Mabalacat Community High School,"Dolores, Mabalacat, Pampanga",PAMPANGA,MABALACAT CITY,1st District,DOLORES,Public,DepED Managed,School with no Annexes,Purely JHS,86,97,92,88,85,91,119,104,17,9,26,380,408,788
Region III,Mabalacat City,Mabalacat North,306940,Atlu Bola National High School,"Northville 16 Resettlement Center, Atlu-Bola",PAMPANGA,MABALACAT CITY,1st District,ATLU-BOLA,Public,DepED Managed,School with no Annexes,Purely JHS,115,85,107,98,91,75,96,78,0,0,0,405,340,745
Region III,Mabalacat City,Mabalacat South,306922,Duquit High School,Bagong Lipunan,PAMPANGA,MABALACAT CITY,1st District,DUQUIT,Public,DepED Managed,School with no Annexes,Purely JHS,165,172,177,148,135,152,152,153,0,0,0,662,592,1254
Region III,Mabalacat City,Mabalacat South,306930,Air Force City High School,"Bato-bato street Air Force City, Clark Air Base",PAMPANGA,MABALACAT CITY,1st District,DAU,Public,DepED Managed,School with no Annexes,Purely JHS,19,30,25,37,14,23,27,20,0,0,0,111,84,195
Region III,Mabalacat City,Mabalacat South,306941,Dr. Adelaido C. Bernardo National High School,Bernardo Avenue,PAMPANGA,MABALACAT CITY,1st District,LAKANDULA,Public,DepED Managed,School with no Annexes,Purely JHS,59,45,52,58,39,42,48,47,0,0,0,214,176,390
Region III,Mabalacat City,Mabalacat East,300900,Mauaque High School (resettlement school),15th street,PAMPANGA,MABALACAT CITY,1st District,SAPANG BIABAS,Public,DepED Managed,Mother school,Purely JHS,199,192,213,229,183,181,232,227,0,0,0,833,823,1656
Region III,Mabalacat City,Mabalacat East,300931,Camachiles National High School,-Camachiles Resettlement phase II,PAMPANGA,MABALACAT CITY,1st District,CAMACHILES,Public,DepED Managed,School with no Annexes,Purely JHS,251,284,308,313,258,257,288,323,0,0,0,1156,1126,2282
Region III,Mabalacat City,Mabalacat East,306910,Hearing Impaired Special Education (HI - SPED),"15 st. Mauaque Resettlement Center, Sapang Biabas",PAMPANGA,MABALACAT CITY,1st District,SAPANG BIABAS,Public,DepED Managed,School with no Annexes,Purely JHS,8,1,2,4,7,6,0,2,12,5,17,27,20,47
Region IV-A,Dasmarinas City,Dasmariñas I,300536,Salawag National High School,Thailand St. San Marino City,CAVITE,CITY OF DASMARIÑAS,7th District,SALAWAG,Public,DepED Managed,School with no Annexes,Purely JHS,284,330,364,327,236,304,328,342,0,0,0,1305,1210,2515
Region IV-A,Dasmarinas City,Dasmariñas I,301181,New Era National High School,2nd St. New Era,CAVITE,CITY OF DASMARIÑAS,4th District,SAMPALOC V,Public,DepED Managed,School with no Annexes,Purely JHS,198,223,209,200,161,182,217,223,0,0,0,830,783,1613
Region IV-A,Dasmarinas City,Dasmariñas I,301182,Paliparan NHS (Dasmarinas NHS - Paliparan Annex),"Phase III, Paliparan III",CAVITE,CITY OF DASMARIÑAS,4th District,PALIPARAN III,Public,DepED Managed,School with no Annexes,Purely JHS,410,409,511,476,369,408,527,508,0,0,0,1806,1812,3618
Region IV-A,Dasmarinas City,Dasmariñas I,301184,Dasmarinas North National High School (Annex G),San Isidro Labrador I,CAVITE,CITY OF DASMARIÑAS,4th District,SAN ISIDRO LABRADOR I,Public,DepED Managed,School with no Annexes,Purely JHS,487,575,629,647,484,502,582,602,0,0,0,2338,2170,4508
Region IV-A,Dasmarinas City,Dasmariñas I,301185,Dasmariñas West NHS,San Antonio de Padua I,CAVITE,CITY OF DASMARIÑAS,4th District,SAN ANTONIO DE PADUA I,Public,DepED Managed,School with no Annexes,Purely JHS,372,334,419,395,320,345,399,379,0,0,0,1520,1443,2963
Region IV-A,Dasmarinas City,Dasmariñas I,301187,Pag-asa NHS (Dasmarinas NHS - Pag-asa Annex),Victoria Reyes,CAVITE,CITY OF DASMARIÑAS,4th District,VICTORIA REYES,Public,DepED Managed,School with no Annexes,Purely JHS,214,179,208,187,170,170,215,192,0,0,0,788,747,1535
Region IV-A,Dasmarinas City,Dasmariñas I,305791,Edilberto S. Legaspi Integrated High School,Langkaan I,CAVITE,CITY OF DASMARIÑAS,4th District,LANGKAAN I,Public,DepED Managed,School with no Annexes,Purely JHS,196,206,245,226,193,213,239,205,0,0,0,873,850,1723
Region IV-A,Dasmarinas City,Dasmariñas I,325901,Langkaan II National High School,CHRV2 (R5),CAVITE,CITY OF DASMARIÑAS,4th District,LANGKAAN II,Public,DepED Managed,School with no Annexes,Purely JHS,184,217,226,242,151,211,193,253,0,0,0,869,808,1677
Region IV-A,Batangas,Agoncillo,301076,Banyaga National High School,"Banyaga, Agoncillo, Batangas",BATANGAS,AGONCILLO,3rd District,BANYAGA,Public,DepED Managed,School with no Annexes,Purely JHS,45,52,62,57,38,48,49,59,0,0,0,216,194,410
Region IV-A,Batangas,Agoncillo,301095,Coral na Munti National High School,"Coral na Munti, Agoncillo, Batangas",BATANGAS,AGONCILLO,3rd District,CORAL NA MUNTI,Public,DepED Managed,School with no Annexes,Purely JHS,99,106,140,129,91,70,109,84,0,0,0,474,354,828
Region IV-A,Batangas,Agoncillo,307705,Agoncillo National High School,"Subic Ilaya, Agoncillo, Batangas",BATANGAS,AGONCILLO,3rd District,SUBIC ILAYA,Public,DepED Managed,School with no Annexes,Purely JHS,59,58,61,76,42,54,60,58,0,0,0,254,214,468
Region IV-A,Batangas,Agoncillo,401552,Medalya Milagrosa Catholic School inc.,"Subic Ibaba, Agoncillo, Batangas",BATANGAS,AGONCILLO,3rd District,SUBIC IBABA,Private,Non-Sectarian ,School with no Annexes,Purely JHS,8,0,4,4,2,0,4,10,0,0,0,16,16,32
Region IV-A,Batangas,Alitagtag,301068,Alitagtag National High School,"Dominador West, Alitagtag, Batangas",BATANGAS,ALITAGTAG,3rd District,DOMINADOR WEST,Public,DepED Managed,School with no Annexes,Purely JHS,147,174,202,183,150,166,202,175,0,0,0,706,693,1399
Region IV-A,Batangas,Balayan East,301072,Balayan National High School,"103 Paz Street, Barangay 11 (Poblacion), Balayan, Batangas",BATANGAS,BALAYAN,1st District,BARANGAY 11 (POB.),Public,DepED Managed,School with no Annexes,Purely JHS,508,519,630,647,477,513,600,644,0,0,0,2304,2234,4538
Region IV-A,Batangas,Balayan East,301110,Lucban National High School,"Lucban, Balayan, Batangas",BATANGAS,BALAYAN,1st District,LUCBAN POOK,Public,DepED Managed,School with no Annexes,Purely JHS,59,46,62,61,52,58,59,63,0,0,0,228,232,460
Region IV-A,Batangas,Balayan East,423589,"Core Science Academy, Inc.","Ped Plaza Business Centre, Ermita, Balayan, Batangas",BATANGAS,BALAYAN,1st District,CALZADA,Private,Non-Sectarian ,School with no Annexes,Purely JHS,37,27,30,35,29,42,24,34,0,0,0,129,129,258
Region IV-A,Batangas,Balete,301073,Balete National High School,"Poblacion, Balete, Batangas",BATANGAS,BALETE,3rd District,POBLACION,Public,DepED Managed,School with no Annexes,Purely JHS,91,103,122,110,71,102,120,116,0,0,0,426,409,835
Region IV-A,Batangas,Balete,401566,"Balete Family Farm School, Inc.","Brgy. Makina, Balete, Batangas",BATANGAS,BALETE,3rd District,MAKINA,Private,Non-Sectarian ,School with no Annexes,Purely JHS,0,0,0,0,2,8,7,9,0,0,0,0,26,26
Region IV-A,Batangas,Bauan,301104,Inicbulan National High School,"Inicbulan, Bauan, Batangas",BATANGAS,BAUAN,2nd District,INICBULAN,Public,DepED Managed,School with no Annexes,Purely JHS,25,36,31,24,17,21,26,26,0,0,0,116,90,206
Region IV-A,Batangas,Bauan,301145,San Vicente Manalupang National High School,"San Vicente, Bauan. Batangas",BATANGAS,BAUAN,2nd District,SAN VICENTE,Public,DepED Managed,School with no Annexes,Purely JHS,17,15,20,13,15,16,18,19,0,0,0,65,68,133
Region IV-A,Batangas,Calaca,301078,Batangas Province Science High School,"Dacanlao, Calaca City, Batangas",BATANGAS,CALACA,1st District,DACANLAO,Public,DepED Managed,School with no Annexes,Purely JHS,20,15,11,12,20,19,22,17,0,0,0,58,78,136
